	1	2	3	4	5	6	7	8	9
AL031963.3	4	6	10	5	7	7	4	7	7
RNA5SP201	0	0	0	0	0	0	0	1	0
BPHL	903	870	937	916	1179	1148	1036	957	992
AL031963.1	0	0	0	0	0	0	0	0	0
TUBB2A	7270	6428	7036	5030	6190	5709	3366	3421	3793
TUBB2BP1	7	3	12	4	9	6	5	2	6
LINC02525	35	28	65	41	49	56	36	28	75
TUBB2B	17954	14137	17398	9638	12920	12349	10739	12024	11730
PSMG4	194	195	241	217	229	231	146	209	205
SLC22A23	5635	5125	5876	5546	6063	6137	3181	3051	3992
AL445309.1	3	1	4	7	4	3	4	2	5
AL138881.1	0	1	1	1	2	3	0	0	2
AL033523.1	0	0	0	0	0	0	0	0	0
PXDC1	1088	1000	1190	834	801	965	1075	843	1044
AL391422.4	821	587	571	484	561	339	725	562	425
AL391422.1	25	25	5	12	5	5	26	33	27
AL391422.3	0	0	0	0	0	0	0	0	0
AL391422.2	0	0	0	0	0	0	0	0	0
FAM50B	272	182	221	201	212	180	229	193	187
AL590004.3	31	35	30	14	33	16	17	17	23
AL590004.2	0	0	0	0	0	0	0	0	0
AL590004.1	0	0	0	0	0	0	0	0	0
TDGF1P4	0	0	0	0	0	0	0	0	0
GLRX3P2	0	0	0	1	0	1	0	0	0
AL138831.3	0	0	0	0	0	0	0	0	0
AL138831.2	2	0	3	2	0	0	0	0	0
AL138831.1	2	0	2	0	0	1	0	0	3
PRPF4B	1383	1211	1218	1319	1525	1553	1282	1304	1620
FAM217A	0	0	0	0	0	0	0	0	0
C6orf201	0	0	0	0	0	0	0	0	0
ECI2	1848	1792	2308	1738	2023	2107	1593	1548	2081
AL136309.4	0	1	0	1	0	0	0	0	1
AL136309.2	3	2	2	9	5	5	3	3	5
AL136309.3	0	0	0	0	0	0	0	0	0
AL136309.1	0	0	0	0	0	0	0	0	0
AL162718.1	3	1	0	1	2	0	0	0	0
AL159166.1	0	0	0	1	1	0	1	1	0
RNA5SP202	0	0	0	0	0	0	0	0	0
AL162718.2	0	0	1	0	0	0	0	0	0
LINC02533	0	0	1	0	0	0	0	0	0
AL133393.1	0	0	0	0	0	0	0	0	0
AL034376.1	0	0	0	0	0	0	0	0	0
KU-MEL-3	7	0	8	1	1	0	0	1	1
PSMC1P11	0	0	0	0	0	0	0	0	0
CDYL	1158	897	1210	860	1083	1136	1329	1224	1662
AL356747.1	0	0	0	0	0	0	0	0	0
AL022725.1	1	0	0	0	0	0	0	0	0
AL359643.1	0	0	0	0	0	1	0	0	0
RPP40	108	94	168	121	150	150	64	59	154
AL359643.3	62	67	74	62	81	76	67	70	62
AL359643.2	16	15	12	26	31	28	15	12	15
AL139094.1	2	1	3	2	4	5	1	1	3
PPP1R3G	31	21	25	34	19	29	11	14	6
LYRM4	937	861	901	650	674	667	612	548	715
MIR3691	0	0	0	0	0	0	0	0	0
FARS2	232	226	252	260	271	227	236	239	262
AL121978.1	0	0	0	0	0	0	0	0	0
AL021328.1	2	1	4	0	1	0	0	1	1
HNRNPA1P37	0	0	0	0	1	0	2	0	0
AL022097.1	1	0	0	0	0	0	0	0	0
AL136968.2	0	1	0	0	0	0	1	0	0
AL136968.1	0	0	0	0	0	0	0	0	0
AL136307.1	0	0	0	0	0	0	1	0	2
RN7SL221P	0	0	0	0	0	0	0	0	0
PKMP5	3	1	1	0	0	0	0	0	2
NRN1	116	111	96	105	124	87	1109	996	849
F13A1	0	1	0	1	1	2	0	0	1
MIR7853	0	0	0	0	0	0	0	0	0
MIR5683	0	0	0	0	0	0	0	0	0
LY86-AS1	0	0	0	0	0	0	0	0	0
SNAPC5P1	0	0	0	0	0	0	0	0	0
AL162719.1	0	0	0	0	0	0	0	0	0
CNN3P1	0	0	0	0	0	0	0	0	0
LY86	0	0	0	0	0	0	0	0	0
AL031123.2	4	6	2	0	1	1	1	5	2
AL031123.3	0	0	0	0	0	0	0	0	0
AL031123.1	1	0	0	0	0	1	0	0	0
AL136361.1	0	0	0	0	0	0	0	0	0
BTF3P7	0	0	0	0	0	0	0	0	0
AL158817.1	0	0	0	0	0	0	0	0	0
RN7SL554P	0	0	0	0	0	0	0	0	0
AL139390.1	0	0	0	0	0	0	0	0	0
RREB1	517	404	525	459	542	558	621	520	634
AL355336.1	0	1	0	0	0	1	0	0	0
AL139095.5	0	0	0	1	0	2	0	0	0
SSR1	3767	3462	3912	3490	3876	4047	3358	3218	3961
AL139095.4	0	0	0	0	0	0	0	0	0
CAGE1	1	0	1	1	1	1	2	0	2
AL139095.1	0	0	0	0	0	0	0	0	0
AL139095.2	0	2	2	4	3	3	3	1	1
AL139095.3	0	0	0	0	0	0	0	0	0
RIOK1	222	234	274	323	349	359	252	272	399
HNRNPLP1	2	0	1	0	0	0	1	0	0
AL138878.1	0	0	0	0	0	0	0	1	0
AL138878.2	0	0	0	0	0	0	0	0	0
AL031058.1	7	8	5	1	1	1	3	0	3
DSP	868	491	402	214	258	144	286	242	78
SNRNP48	138	152	199	241	236	282	147	201	256
AL390026.1	0	0	1	0	0	0	0	1	1
BMP6	55	101	142	82	88	137	63	70	120
TXNDC5	8	9	15	8	10	13	10	7	9
BLOC1S5-TXNDC5	0	0	0	0	0	0	0	0	0
AL096800.1	0	0	0	0	0	0	0	0	0
PIP5K1P1	0	0	0	1	0	1	0	0	0
BLOC1S5	238	245	292	290	310	355	168	209	247
EEF1E1-BLOC1S5	0	0	0	0	0	0	0	0	0
EEF1E1	75	111	95	139	93	152	88	79	122
AL355499.1	5	2	3	0	2	1	1	1	0
AL355499.2	0	0	0	0	0	0	0	0	0
AL359378.1	0	0	0	0	0	0	0	0	0
SLC35B3	294	247	286	278	324	323	229	219	258
AL591485.1	37	24	42	40	40	39	32	40	43
RF02101	0	0	0	0	0	0	0	0	0
AL137220.1	0	0	0	0	0	0	0	0	0
OFCC1	0	0	0	0	0	0	0	0	0
AL136226.1	0	0	0	0	1	1	0	0	0
AL354868.1	0	0	0	0	0	0	0	0	0
RNU6ATAC21P	0	0	0	0	0	0	0	0	0
AL138885.1	0	0	0	0	0	0	0	0	0
TFAP2A	2	0	3	4	2	0	4	8	3
TFAP2A-AS2	7	2	1	6	4	3	2	4	0
TFAP2A-AS1	0	0	2	2	0	1	0	0	2
AL138885.2	0	0	0	0	0	0	0	0	0
AL138885.3	0	0	0	0	0	0	0	0	0
LINC00518	0	0	0	0	0	0	0	0	0
MIR5689HG	0	0	0	0	0	0	0	0	0
MIR5689	0	0	0	0	0	0	0	0	0
MRPL48P1	0	0	0	0	0	0	0	0	0
LINC02522	0	0	3	0	0	1	0	1	0
GCNT2	1162	908	587	603	628	436	1135	978	549
AL139039.3	0	0	0	1	0	1	1	0	0
AL139039.1	0	0	0	0	0	0	0	0	0
AL139039.2	0	0	0	0	0	0	0	0	0
GCNT2P	0	0	0	0	0	0	1	0	0
AL358777.1	0	2	0	0	2	0	1	0	0
C6orf52	38	38	45	46	45	63	39	44	44
PAK1IP1	324	360	446	397	387	487	345	409	518
TMEM14C	1441	1452	2054	1393	1695	1833	1421	1382	1757
AL024498.1	6	7	3	4	4	4	2	3	2
TMEM14B	625	682	784	583	647	667	509	570	680
AL024498.2	0	0	0	0	0	0	0	0	0
RNA5SP203	0	0	0	0	0	0	0	0	0
MAK	9	7	5	9	14	11	6	2	10
GCM2	0	0	0	0	0	0	0	0	0
AL357497.1	0	2	2	1	0	0	1	2	0
SYCP2L	4	6	3	4	5	2	8	5	4
ELOVL2	252	242	243	106	107	115	716	746	971
AL121955.1	0	0	0	0	0	0	0	0	0
ELOVL2-AS1	3	1	2	3	1	0	1	6	7
SMIM13	1084	973	873	703	707	642	1227	1125	1099
ERVFRD-1	0	0	0	0	0	0	0	0	0
AL136139.1	0	0	0	0	0	0	0	0	0
AL139807.1	0	0	1	0	0	1	0	1	0
NEDD9	3571	2613	2195	3580	3954	3965	3650	2867	3225
AL445430.1	0	0	0	0	0	0	0	0	0
AL445430.2	0	0	0	0	0	0	0	0	0
RNU1-64P	0	0	0	0	0	0	0	0	0
THAP12P5	0	0	0	0	0	0	0	0	0
TMEM170B	1048	847	618	504	463	444	869	739	727
AL357518.1	8	12	13	6	3	1	1	2	2
ADTRP	1	0	6	1	0	1	0	0	1
AL022724.1	1	1	2	0	1	1	0	1	1
AMD1P4	0	0	0	0	0	0	0	0	0
AL157373.1	0	0	0	0	0	0	0	0	0
AL157373.2	4	1	0	1	1	2	0	0	1
HIVEP1	1458	1083	1175	906	954	1109	854	707	1118
EDN1	3254	2870	2871	1071	1186	726	598	576	469
SUMO2P12	0	0	0	0	0	0	0	0	0
RN7SKP293	0	0	0	0	0	0	0	0	0
RPL15P3	36	24	45	37	51	31	42	28	37
LINC02530	1	0	0	0	0	0	0	0	0
PHACTR1	240	186	211	622	656	533	465	440	596
RNU1-11P	0	0	0	0	0	0	0	0	0
AL008729.1	5	1	3	7	8	6	2	7	6
TBC1D7	329	351	404	484	571	545	453	423	432
AL008729.2	0	0	0	0	0	0	3	1	0
GFOD1	267	197	224	235	221	182	206	165	131
GFOD1-AS1	0	2	2	0	1	0	0	2	0
RPS4XP7	0	0	0	0	0	0	0	0	0
RN7SKP204	0	0	0	0	0	0	0	0	0
SIRT5	360	261	304	264	291	304	327	290	319
AL441883.1	27	21	19	32	22	18	23	12	16
NOL7	1036	988	1078	1011	1210	1134	1141	1106	1249
RANBP9	2459	2271	2565	2562	2724	2749	2521	2517	3182
MCUR1	838	868	1100	984	996	1243	1283	1258	1885
AL023583.1	0	0	2	2	2	2	0	1	1
RNF182	1298	1205	1571	716	744	855	1294	1216	1604
MRPL35P1	0	0	0	0	0	0	0	0	0
AL022396.1	2	1	0	0	0	0	0	0	0
CD83	358	391	801	183	181	274	451	482	883
AL133259.1	0	0	0	0	0	0	0	1	0
RNU7-133P	0	0	0	0	0	0	0	0	0
AL353152.1	0	0	0	0	0	0	0	0	0
LINC01108	0	0	0	1	1	1	0	0	1
AL080313.2	0	0	0	0	0	0	0	0	1
AL080313.1	0	0	0	0	0	0	0	0	0
AL109914.1	0	0	0	0	0	1	0	0	0
RNU6-793P	0	0	0	0	0	0	0	0	0
AL138720.1	1	0	1	0	0	0	0	0	1
AL050335.1	0	0	0	0	0	0	0	0	0
RN7SL332P	0	0	0	0	0	0	0	0	0
AL136162.1	2	2	2	2	2	1	3	4	1
JARID2	596	529	591	516	458	551	685	689	822
JARID2-AS1	0	2	1	1	0	1	1	0	1
RNU6-522P	0	0	0	0	0	0	0	0	0
RNU6-645P	0	0	0	0	0	0	0	0	0
DTNBP1	337	307	368	278	303	299	425	393	470
ARPC3P5	0	0	0	0	0	0	0	0	0
LINC02543	0	0	0	0	0	0	0	0	0
AL365265.1	0	0	0	0	0	0	0	0	0
AL021407.2	0	0	0	0	0	0	0	0	0
MYLIP	301	252	280	357	432	316	100	105	105
MIR4639	0	0	0	0	0	0	0	0	0
AL021407.3	1	0	0	0	0	0	0	0	0
AL021407.1	0	0	0	0	0	0	0	0	0
MRPL42P2	0	0	0	0	0	0	0	0	0
RNU6-1114P	0	0	0	0	0	0	0	0	0
GMPR	323	276	470	411	503	369	312	261	301
AL009031.1	0	0	1	0	0	0	1	0	1
ATXN1	1471	1413	1704	1908	2168	2392	1823	1607	2109
AL137003.1	45	33	35	33	47	40	52	33	57
AL137003.2	59	66	62	91	57	67	53	46	74
STMND1	0	1	1	0	0	0	0	0	1
RBM24	573	506	585	252	264	242	403	307	346
AL034372.1	0	0	0	0	0	0	0	0	0
CAP2	1781	1611	1603	1010	1016	1091	1483	1284	1210
RPL7P26	0	0	0	0	0	0	0	0	0
SUMO2P13	0	0	0	0	0	0	0	0	0
FAM8A1	637	572	550	611	612	629	762	639	657
NUP153	1454	1314	1908	1543	1718	2243	1361	1504	2709
RNU6-190P	0	0	0	0	0	0	0	0	0
AL138724.1	23	19	50	13	17	25	13	16	29
RNA5SP204	0	0	0	0	0	0	0	0	0
KIF13A	2258	1821	2150	1820	2007	2031	1706	1626	1806
AL023807.1	0	0	0	0	0	0	0	0	0
NHLRC1	83	44	54	61	68	56	55	44	42
TPMT	660	716	1046	457	598	622	273	312	394
KDM1B	660	606	738	598	588	572	547	496	562
DEK	910	1300	2708	1974	1947	3591	1171	1492	4346
AL138825.1	0	0	0	0	0	0	0	0	0
RNU6-263P	0	0	0	0	0	0	0	0	0
DDX18P3	0	0	0	0	0	0	0	0	0
AL138725.1	0	0	0	0	0	0	0	0	0
RNF144B	3	0	5	45	34	33	1	3	6
MIR548A1HG	0	0	0	0	0	0	0	0	0
MIR548A1	0	0	0	0	0	0	0	0	0
AL589647.1	0	0	0	0	0	0	0	0	0
AL357052.1	1	0	0	0	0	0	0	1	0
AL022068.1	27	18	25	49	49	32	49	23	19
RPL5P20	0	0	0	0	0	0	0	0	0
RNA5SP205	0	0	0	0	0	0	0	0	0
KRT18P38	0	0	0	0	0	0	0	0	0
UQCRFS1P3	0	1	0	0	0	0	0	0	0
RNU6-801P	0	0	0	0	0	0	0	0	0
ID4	2253	1798	1810	1084	1255	1047	5015	4456	4335
AL008627.1	0	0	0	0	0	0	0	1	0
MBOAT1	81	87	97	55	64	74	82	62	65
AL158198.1	0	1	0	0	0	0	1	1	0
E2F3	973	827	1042	821	1039	1203	860	950	1371
RN7SL128P	0	0	0	0	0	0	0	0	0
E2F3-IT1	1	0	0	0	0	0	0	0	0
RNU6-141P	0	0	0	0	0	0	0	0	0
CDKAL1	297	275	407	362	368	440	378	314	578
AL035090.1	0	0	0	0	0	0	0	0	0
AL513188.1	0	0	0	0	0	0	0	0	1
RNU6-150P	0	0	0	0	0	0	0	0	0
AL031767.1	0	0	0	0	0	0	0	0	0
LINC00581	0	0	0	0	0	0	0	0	0
AL512380.1	2	0	0	0	0	0	0	0	0
AL512380.2	2	1	2	1	0	3	2	0	0
SOX4	3478	2374	2383	3161	3243	2596	5182	4612	4384
BOLA2P3	0	0	0	0	0	0	0	1	0
CASC15	60	56	70	52	58	55	50	49	56
AL136313.1	0	0	0	0	0	0	0	0	0
RN7SKP240	0	0	0	0	0	0	0	0	0
NBAT1	2	0	3	0	0	0	3	0	0
AL359694.1	0	0	0	0	0	0	0	0	0
AL359694.2	3	0	0	0	1	0	0	1	1
PRL	0	0	0	0	0	0	0	0	0
HDGFL1	1	0	1	0	0	0	1	0	0
AL033539.1	0	0	0	0	0	0	0	0	0
AL035401.1	0	0	0	0	0	0	0	0	0
AL591416.1	0	0	0	0	0	0	0	0	0
RNU6-1060P	0	0	0	0	0	0	0	0	0
AL139231.1	0	0	0	0	0	0	0	0	0
AL133270.1	0	0	0	0	0	0	0	0	0
AL139093.1	0	0	0	0	0	0	0	0	0
SPTLC1P2	0	0	0	0	0	0	0	0	0
AL032822.1	0	0	0	0	0	0	0	0	0
HNRNPA1P58	0	0	0	0	0	0	0	0	0
NRSN1	1	2	0	2	2	10	11	8	9
RF00218	0	0	0	0	0	0	0	0	0
DCDC2	17	18	20	16	22	8	45	17	16
KAAG1	0	0	0	0	0	0	0	0	0
RNU6-391P	0	0	0	0	0	0	0	0	0
MRS2	335	347	390	558	551	726	583	540	658
GPLD1	17	15	8	15	25	38	20	12	21
ALDH5A1	951	828	694	565	607	542	611	531	505
KIAA0319	26	24	23	29	31	38	24	31	33
KRT8P43	0	0	0	0	0	0	0	0	0
TDP2	677	662	665	667	689	637	559	494	588
ACOT13	784	670	840	709	766	709	696	568	606
AL031775.1	3	2	6	5	5	4	9	2	13
C6orf62	4222	3570	4354	3446	3564	3989	4808	4372	5111
AL031775.2	1	4	1	2	3	1	3	2	2
AL133264.2	7	9	7	2	5	1	8	13	4
AL133264.1	0	0	0	0	0	0	0	0	0
GMNN	349	466	797	517	676	1050	461	634	1060
ARMH2	0	0	0	0	0	0	0	0	0
AL512428.1	0	0	0	0	0	0	0	0	0
RIPOR2	5944	4299	5126	5147	5200	5105	2069	2036	2481
MTCO2P33	0	0	0	0	0	0	0	0	0
PPIAP29	2	1	1	3	0	0	0	2	2
ASS1P1	0	1	0	2	0	2	1	1	2
RN7SL334P	0	0	0	0	0	0	0	0	0
AL133268.3	0	0	0	0	0	0	0	0	0
AL133268.2	0	0	0	0	1	0	0	0	0
CMAHP	3	7	1	10	14	10	1	6	4
AL133268.4	0	0	1	0	0	2	0	0	2
AL133268.1	0	0	2	0	4	4	0	0	1
AL590084.3	0	0	0	0	0	0	0	0	0
AL590084.1	0	0	0	0	0	0	0	0	0
AL590084.2	0	0	0	0	0	0	0	0	0
KATNBL1P5	0	0	0	0	0	0	0	0	0
AL024509.2	0	0	0	0	0	0	0	0	0
AL024509.1	0	0	0	0	0	0	0	0	0
CARMIL1	1434	1034	1235	1368	1478	1458	1676	1403	1614
RNU6-987P	0	0	0	0	0	0	0	0	0
SCGN	156	116	102	13	14	17	633	699	884
PRELID1P2	0	0	0	0	0	0	0	0	0
HIST1H2AA	0	0	0	0	0	0	0	0	0
HIST1H2BA	0	0	0	0	0	0	0	0	0
HIST1H2BPS1	0	0	0	0	0	0	0	0	0
HIST1H2APS1	0	0	0	0	0	0	0	0	0
SLC17A4	0	0	0	0	0	0	0	3	3
SLC17A1	0	0	0	0	1	0	0	0	0
SLC17A3	0	0	0	2	1	0	0	0	0
HIST1H2APS2	0	0	0	0	0	0	0	0	0
AL138726.1	0	0	0	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0	0	0	0
TRIM38	12	17	51	14	21	22	10	10	34
U91328.2	0	0	0	0	0	0	0	0	0
U91328.1	19	18	10	45	42	40	26	31	18
U91328.3	0	0	0	0	0	0	0	0	0
HIST1H1PS2	0	0	0	0	0	0	0	0	0
HIST1H1A	0	0	0	0	0	0	0	0	0
HIST1H3A	0	2	2	0	2	1	0	0	0
HIST1H4A	1	0	1	1	0	2	0	0	0
HIST1H4B	0	0	0	0	0	0	0	0	0
HIST1H3B	0	0	3	0	2	3	1	2	1
HIST1H2AB	0	0	0	0	1	0	0	0	0
HIST1H2BB	2	0	0	0	0	0	0	0	0
HIST1H2APS5	0	0	0	0	0	0	0	0	0
HIST1H3C	0	0	4	2	6	2	1	1	1
HIST1H1C	224	227	236	228	284	181	192	159	133
HFE	276	252	234	294	275	263	236	195	163
HIST1H4C	0	0	0	0	1	0	0	0	1
HIST1H1T	0	1	0	0	0	0	0	0	0
HIST1H2BC	9	15	14	15	16	19	8	15	3
HIST1H2AC	391	323	322	382	348	258	282	214	154
HIST1H1E	5	2	2	1	2	1	1	0	2
HIST1H2BD	141	81	97	86	104	98	63	58	54
AL353759.1	1	2	3	2	0	3	0	2	2
LARP1P1	0	0	0	0	0	0	0	0	0
HIST1H2BE	16	12	8	13	10	2	12	9	8
HIST1H4D	1	0	0	0	0	1	0	0	0
HIST1H1PS1	0	1	1	1	5	2	3	0	1
AL031777.3	3	4	5	3	2	1	1	1	0
HIST1H3D	0	0	0	0	0	0	0	0	0
HIST1H2AD	0	0	0	0	0	0	0	0	0
HIST1H2BF	3	1	6	1	3	1	5	3	1
AL031777.1	2	5	1	3	0	2	1	3	0
HIST1H4E	1	7	3	4	7	8	2	0	3
HIST1H2BG	28	24	20	19	23	22	23	18	19
HIST1H2AE	15	15	20	15	10	6	9	12	7
AL031777.2	0	0	0	0	0	0	0	0	0
HIST1H3E	80	75	76	231	205	168	62	55	48
HIST1H2APS3	0	0	0	0	0	0	0	0	0
HIST1H1D	1	4	0	1	1	0	0	0	1
HIST1H4F	0	0	0	0	0	0	0	0	0
HIST1H4G	0	0	0	0	0	0	0	0	0
HIST1H3F	0	0	0	0	0	0	4	0	0
HIST1H2BH	5	4	15	6	10	14	4	6	7
HIST1H3G	3	5	3	2	7	6	1	4	4
HIST1H2APS4	0	0	0	1	0	1	0	1	0
HIST1H2BI	0	1	0	0	0	0	0	0	0
HIST1H4H	52	42	30	36	43	26	25	26	19
HIST1H3PS1	4	1	1	1	0	1	0	2	2
BTN3A2	1013	982	1796	553	599	642	411	353	510
BTN2A2	629	575	626	602	729	722	532	428	587
BTN3A1	527	436	888	425	414	539	307	246	436
BTN2A3P	41	35	47	65	66	68	49	39	67
BTN3A3	826	686	1001	531	553	470	382	315	331
BTN2A1	501	528	579	593	621	685	678	592	685
AL121936.2	0	0	0	0	0	0	0	0	0
BTN1A1	0	1	0	0	0	1	1	0	4
RNU6-502P	0	0	0	0	0	0	0	0	0
HCG11	18	15	9	13	22	16	63	52	36
HMGN4	801	813	1163	978	1009	1211	728	752	1006
AL121936.1	0	0	0	0	0	0	0	0	1
ABT1	323	326	400	384	458	379	353	321	360
AL513548.3	0	0	0	0	0	0	1	0	0
AL513548.2	0	0	0	0	0	0	0	0	0
ZNF322	142	144	217	201	182	235	154	161	208
AL513548.4	0	0	0	0	0	0	2	0	0
AL513548.1	0	0	0	0	0	0	0	0	0
GUSBP2	3	3	0	4	0	7	0	1	0
POM121L6P	0	0	0	0	0	0	0	0	0
LINC00240	14	9	7	1	0	2	1	5	5
AL133255.1	0	0	0	0	0	0	0	0	0
VN1R12P	0	0	0	0	0	0	0	0	0
VN1R13P	0	0	0	0	0	0	0	0	0
VN1R11P	0	0	0	0	0	0	0	0	0
RNU2-62P	0	0	0	0	0	1	0	0	0
AL021807.1	7	1	7	8	2	4	7	7	6
HIST1H2BJ	15	17	43	16	27	23	12	10	24
HIST1H2AG	36	21	42	16	36	52	32	30	41
HIST1H4I	4	4	4	7	1	7	10	2	1
HIST1H2BK	131	111	135	147	138	141	90	86	88
HIST1H2AH	0	0	1	0	0	1	0	0	1
MIR3143	0	0	0	0	0	0	0	0	0
RPL10P2	1	0	0	0	0	0	0	0	0
PRSS16	0	0	1	1	0	0	0	0	1
AL021808.1	0	0	0	0	0	0	0	0	0
POM121L2	0	0	0	0	0	0	0	0	0
VN1R10P	0	0	0	0	0	0	0	0	0
ZNF204P	1	2	0	4	8	5	1	3	3
ZNF391	72	62	86	47	59	60	27	29	26
AL031118.1	13	7	7	12	10	9	35	15	13
MCFD2P1	0	0	0	0	0	0	0	0	0
ZNF184	242	257	345	312	309	333	299	264	407
AL021918.4	0	0	0	0	0	0	0	0	0
AL021918.3	0	0	0	0	0	0	0	0	0
AL021918.2	0	0	0	0	0	0	0	0	0
AL021918.1	0	0	0	0	0	0	0	0	0
HNRNPA1P1	0	0	0	0	0	0	0	0	0
CD83P1	0	0	0	0	0	0	0	0	0
RNU6-471P	0	0	0	0	0	0	0	0	0
AL031229.1	0	1	0	0	0	0	0	0	0
LINC01012	1	2	2	6	4	4	2	2	1
GPR89P	1	2	0	0	1	1	0	2	1
RSL24D1P1	1	0	0	0	0	1	0	0	2
HIST1H4PS1	0	0	0	0	0	0	0	0	0
HIST1H2BL	0	0	1	1	0	5	0	0	0
HIST1H2AI	0	3	8	5	3	9	1	4	1
HIST1H3H	12	8	32	14	22	21	9	10	18
HIST1H2AJ	0	0	0	1	1	0	0	0	0
HIST1H2BM	0	1	0	0	1	0	3	0	0
HIST1H4J	0	0	1	1	3	2	0	0	1
HIST1H4K	4	0	0	0	0	1	0	0	0
HIST1H2BN	17	12	22	20	15	10	15	11	10
HIST1H2AK	5	5	2	2	8	3	7	1	2
HIST1H2BPS2	0	1	1	0	0	0	0	0	1
HIST1H2AL	0	0	3	3	2	0	0	0	1
HIST1H1B	0	3	0	1	0	2	1	2	1
HIST1H3I	0	0	0	0	0	1	0	0	0
HIST1H4L	0	0	0	0	0	0	0	0	0
HIST1H3J	0	0	2	1	2	0	2	0	2
HIST1H2AM	0	0	0	0	0	1	0	0	0
HIST1H2BO	2	2	5	3	5	7	1	2	2
RNU7-26P	0	0	0	0	0	0	0	0	0
OR2B2	0	0	0	0	0	0	0	0	0
OR2W6P	1	1	1	0	1	1	0	1	1
OR2B6	3	2	3	1	2	5	1	2	3
RPLP2P1	0	0	0	0	0	0	0	0	0
OR2W4P	0	0	0	0	0	0	0	0	0
IQCB2P	1	0	0	0	0	0	0	0	1
OR2W2P	0	0	0	0	0	0	0	0	0
OR2B7P	0	0	0	0	0	0	0	0	0
OR2B8P	0	0	1	0	0	0	0	0	0
OR1F12	0	0	0	0	0	0	0	0	0
AL121944.1	22	20	16	26	24	16	13	15	10
ZNF165	21	20	22	16	20	39	12	16	13
ZSCAN12P1	34	28	22	12	11	11	29	10	26
ZNF602P	0	0	0	0	0	0	0	0	0
ZSCAN16-AS1	181	160	176	170	217	170	220	182	153
ZSCAN16	111	76	112	108	128	127	78	82	120
AL358933.1	2	1	2	8	3	3	7	2	4
ZKSCAN8	1245	1101	1392	1482	1280	1503	1408	1149	1803
ZNF192P1	21	18	21	17	8	11	40	25	51
AL022393.1	1	0	3	6	5	7	1	2	4
ZNF603P	11	2	6	0	0	0	16	6	13
ZNF192P2	0	0	1	0	2	1	0	0	0
TOB2P1	12	17	20	8	17	16	19	13	9
ZSCAN9	222	176	254	253	277	281	245	190	247
ZKSCAN4	178	144	155	184	152	176	190	173	189
NKAPL	3	5	3	4	9	4	5	1	10
ZSCAN26	427	377	444	390	387	396	466	384	378
AL021997.3	3	3	1	0	0	2	3	7	1
PGBD1	188	198	243	202	280	284	284	285	344
AL021997.2	0	0	0	0	0	0	0	0	0
AL021997.1	0	0	1	0	0	0	0	1	0
ZSCAN31	93	78	136	122	112	117	101	78	144
ZKSCAN3	149	141	164	131	154	169	200	155	173
ZSCAN12	152	134	191	164	181	225	240	219	359
RNU2-45P	0	0	0	0	0	0	0	0	0
ZSCAN23	59	49	69	61	47	56	73	58	61
COX11P1	0	0	0	0	0	0	0	0	0
OR2E1P	0	0	0	0	0	0	0	0	0
GPX6	0	0	0	0	0	0	0	0	0
GPX5	13	6	7	0	2	0	4	0	0
ZBED9	91	67	90	111	104	123	40	50	82
AL049543.1	0	0	0	0	3	1	1	0	0
AL121932.1	0	0	0	0	0	0	0	0	0
LINC00533	0	0	0	0	0	0	0	0	0
RPSAP2	0	0	0	0	0	0	0	0	0
NOP56P1	12	15	21	11	9	7	0	0	0
AL662890.1	0	1	1	0	1	0	0	1	1
LINC01623	0	0	0	0	0	0	0	0	1
RPL13P	0	0	0	0	0	0	0	0	0
ZNF90P2	0	0	0	0	0	0	0	0	0
HCG14	4	1	5	2	1	0	3	1	1
TRIM27	1175	1101	1404	1310	1484	1474	1199	1185	1551
RNU6-930P	0	0	0	0	0	0	0	0	0
LINC01556	1	1	4	0	0	1	0	0	0
KRT18P1	0	0	0	0	0	0	0	0	0
RN7SL471P	0	0	0	0	0	0	0	0	0
HCG15	1	0	2	5	8	4	1	2	3
AL662791.1	0	0	1	0	0	4	1	0	0
ZNF311	22	15	59	10	6	7	36	30	70
OR2AD1P	0	0	0	0	0	0	0	0	0
AL662791.2	0	0	0	0	0	0	0	0	0
OR2W1	0	0	0	0	0	0	0	0	0
OR2P1P	0	0	0	0	0	0	0	0	0
SAR1AP1	0	1	0	0	0	0	1	0	0
OR2B3	0	0	0	0	0	0	0	0	0
OR2J1	0	0	0	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0	0	0	0
AL645937.2	0	0	0	0	0	0	0	0	0
AL645937.1	0	0	0	0	0	0	0	0	0
AL645937.4	1	0	1	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0	0	0	0
OR2J4P	0	0	0	0	0	0	0	0	0
AL645937.3	0	0	0	0	0	0	0	0	0
AL672167.1	0	0	0	0	0	0	0	0	0
OR2G1P	0	0	0	0	0	0	0	0	0
OR2U1P	0	0	0	0	0	0	0	0	0
OR2U2P	0	0	0	0	0	0	0	0	0
OR14J1	0	0	0	0	0	0	0	0	0
DDX6P1	0	0	0	0	0	0	0	0	0
OR5V1	0	0	0	0	0	0	0	0	0
OR12D3	0	0	0	0	0	0	0	0	0
OR12D2	0	0	0	1	0	0	0	0	0
OR12D1	0	0	0	0	0	0	0	0	0
OR11A1	0	0	0	0	0	0	0	0	0
