	Length
AC040978.1	1282
AC041039.1	536
AC041040.1	2899
AC044781.1	570
AC044784.1	677
AC044784.2	366
AC044787.1	792
AC044792.1	196
AC044798.1	418
AC044798.2	1235
AC044802.1	2894
AC044802.2	434
AC044810.1	711
AC044810.2	2822
AC044810.3	589
AC044836.1	274
AC044839.1	3247
AC044839.2	597
AC044839.3	860
AC044839.4	469
AC044840.1	472
AC044849.1	710
AC044860.1	2972
AC044860.2	179
AC044860.3	368
AC044873.1	399
AC044913.1	430
AC046130.1	2179
AC046130.2	794
AC046134.1	666
AC046136.1	533
AC046143.1	972
AC046143.2	160
AC046144.1	1853
AC046158.1	719
AC046158.2	707
AC046158.3	2558
AC046158.4	1347
AC046168.1	3814
AC046168.2	1224
AC046176.1	1170
AC046185.1	2128
AC046185.2	413
AC046185.3	1824
AC046195.1	4171
AC046195.2	541
AC048334.1	159
AC048337.1	552
AC048338.1	2748
AC048341.1	8693
AC048341.2	491
AC048344.1	407
AC048344.2	147
AC048344.3	251
AC048344.4	527
AC048346.1	144
AC048347.1	427
AC048351.1	924
AC048380.1	465
AC048380.2	3548
AC048380.3	796
AC048382.1	1018
AC048382.2	492
AC048382.3	33
AC048382.4	546
AC048382.5	3667
AC048382.6	1223
AC048383.1	527
AC048387.1	494
AC051618.1	207
AC051619.1	616
AC051619.10	969
AC051619.2	397
AC051619.3	2426
AC051619.4	292
AC051619.5	1455
AC051619.6	595
AC051619.7	623
AC051619.8	308
AC051619.9	597
AC051649.1	330
AC053481.1	306
AC053481.2	1500
AC053481.3	843
AC053481.4	216
AC053503.1	519
AC053503.2	1598
AC053503.3	114
AC053503.4	224
AC053503.5	636
AC053503.6	1843
AC053513.1	738
AC053527.1	685
AC055713.1	8279
AC055716.1	495
AC055716.2	2441
AC055716.3	761
AC055717.1	1986
AC055717.2	577
AC055717.3	595
AC055720.1	475
AC055720.2	172
AC055731.1	401
AC055733.1	572
AC055733.2	340
AC055733.3	523
AC055733.4	1354
AC055736.1	629
AC055748.1	959
AC055753.1	889
AC055758.1	569
AC055758.2	1118
AC055764.1	473
AC055764.2	670
AC055811.1	1231
AC055811.2	1693
AC055811.3	686
AC055811.4	1754
AC055813.1	2123
AC055822.1	445
AC055839.1	498
AC055854.1	2191
AC055855.1	500
AC055855.2	578
AC055860.1	688
AC055872.1	278
AC055872.2	756
AC055874.1	561
AC055876.1	965
AC055876.2	546
AC055876.3	288
AC055876.4	712
AC055876.5	259
AC055878.1	281
AC058791.1	3198
AC058822.1	2550
AC058823.1	474
AC060234.1	474
AC060234.2	1945
AC060234.3	559
AC060764.1	454
AC060765.1	716
AC060766.1	627
AC060766.2	334
AC060766.3	263
AC060766.4	537
AC060766.5	871
AC060766.6	394
AC060766.7	1212
AC060771.1	164
AC060773.1	310
AC060780.1	8450
AC060780.2	198
AC060780.3	80
AC060788.1	469
AC060809.1	564
AC060814.1	538
AC060814.2	460
AC060814.3	2163
AC060814.4	1074
AC060814.5	752
AC060834.1	2032
AC060834.2	618
AC061709.1	622
AC061709.2	898
AC061961.1	432
AC061965.1	1465
AC061975.1	2736
AC061975.2	295
AC061975.3	244
AC061975.4	776
AC061975.5	1441
AC061975.6	1553
AC061975.7	721
AC061992.1	1188
AC061999.1	177
AC062004.1	864
AC062015.1	1134
AC062016.1	319
AC062016.2	676
AC062020.1	801
AC062021.1	557
AC062022.1	1684
AC062028.1	2705
AC062028.2	856
AC062031.1	747
AC062032.1	355
AC062037.1	128
AC062037.2	73
AC062039.1	565
AC063919.1	254
AC063923.1	1619
AC063923.2	928
AC063924.1	673
AC063926.1	415
AC063926.2	1308
AC063926.3	5658
AC063943.1	356
AC063944.1	3310
AC063944.2	1368
AC063944.3	533
AC063947.1	557
AC063947.2	1256
AC063948.1	379
AC063949.1	865
AC063949.2	1968
AC063950.1	642
AC063952.1	4265
AC063952.2	1227
AC063952.3	308
AC063952.4	825
AC063955.1	685
AC063960.1	817
AC063960.2	2683
AC063961.1	88
AC063962.1	521
AC063965.1	499
AC063976.1	381
AC063976.2	3556
AC063976.3	329
AC063976.4	163
AC063977.1	371
AC063977.2	421
AC063977.3	547
AC063977.4	872
AC063977.5	974
AC063977.6	1763
AC063977.7	337
AC063979.1	377
AC063979.2	1081
AC063980.1	414
AC064799.1	555
AC064799.2	1237
AC064801.1	407
AC064801.2	1303
AC064802.1	1192
AC064805.1	3602
AC064805.2	523
AC064807.1	2055
AC064807.2	672
AC064807.3	470
AC064807.4	407
AC064834.1	503
AC064836.1	704
AC064836.2	462
AC064836.3	673
AC064847.1	506
AC064850.1	1398
AC064852.1	851
AC064853.1	540
AC064853.2	279
AC064859.1	174
AC064862.1	201
AC064862.2	196
AC064862.3	571
AC064862.4	334
AC064862.5	334
AC064862.6	1022
AC064862.7	867
AC064871.1	597
AC064872.1	1072
AC064874.1	600
AC064875.1	2846
AC066595.1	399
AC066612.1	831
AC066612.2	695
AC066613.1	1263
AC066613.2	560
AC066615.1	628
AC066616.1	413
AC066616.2	1481
AC066692.1	457
AC067747.1	250
AC067750.1	6545
AC067751.1	1252
AC067752.1	3965
AC067773.1	1094
AC067805.1	470
AC067817.1	356
AC067817.2	387
AC067819.1	154
AC067838.1	577
AC067852.1	594
AC067852.2	2313
AC067852.3	1736
AC067852.4	535
AC067863.1	1980
AC067863.2	122
AC067904.1	1225
AC067904.2	1283
AC067904.3	261
AC067930.1	291
AC067930.2	431
AC067930.3	701
AC067930.4	498
AC067930.5	1173
AC067930.6	4947
AC067931.1	671
AC067931.2	1518
AC067940.1	300
AC067942.1	1493
AC067942.2	1268
AC067942.3	362
AC067945.1	618
AC067945.2	623
AC067945.3	520
AC067956.1	2062
AC067959.1	379
AC067960.1	812
AC067968.1	3766
AC067968.2	566
AC067969.1	552
AC067969.2	570
AC068014.1	413
AC068020.1	661
AC068025.1	762
AC068025.2	419
AC068042.1	1148
AC068044.1	1978
AC068050.1	380
AC068051.1	727
AC068057.1	709
AC068057.2	895
AC068058.1	389
AC068075.1	1865
AC068112.1	346
AC068134.1	680
AC068134.2	576
AC068134.3	788
AC068134.4	122
AC068135.1	246
AC068135.2	1028
AC068137.1	584
AC068137.2	478
AC068137.3	341
AC068137.4	296
AC068138.1	217
AC068152.1	3348
AC068189.1	794
AC068196.1	833
AC068205.1	1224
AC068205.2	2971
AC068205.3	468
AC068205.4	804
AC068213.1	226
AC068228.1	777
AC068228.2	58
AC068234.1	2785
AC068234.2	522
AC068254.1	483
AC068254.2	3577
AC068276.1	379
AC068279.1	888
AC068282.1	2690
AC068286.1	467
AC068287.1	295
AC068295.1	153
AC068298.1	161
AC068299.1	1749
AC068305.1	1205
AC068305.2	555
AC068313.1	1008
AC068338.1	176
AC068338.2	1430
AC068338.3	418
AC068385.1	409
AC068389.1	6063
AC068389.2	529
AC068389.3	689
AC068397.1	531
AC068397.2	371
AC068408.1	439
AC068413.1	776
AC068418.1	404
AC068418.2	3703
AC068446.1	1549
AC068446.2	2165
AC068446.3	382
AC068448.1	3925
AC068472.1	881
AC068473.1	1111
AC068473.2	474
AC068473.3	6158
AC068473.4	585
AC068473.5	2072
AC068481.1	1586
AC068483.1	660
AC068489.1	261
AC068491.1	1241
AC068491.2	617
AC068491.3	606
AC068491.4	3380
AC068492.1	469
AC068506.1	670
AC068512.1	1811
AC068522.1	345
AC068531.1	195
AC068533.1	415
AC068533.2	306
AC068533.3	404
AC068533.4	922
AC068535.1	471
AC068538.1	336
AC068544.1	248
AC068547.1	3287
AC068580.1	252
AC068580.2	338
AC068580.3	2015
AC068580.4	4807
AC068587.1	355
AC068587.2	186
AC068587.3	175
AC068587.4	13920
AC068587.5	218
AC068587.6	219
AC068587.7	219
AC068587.8	219
AC068594.1	1348
AC068594.2	597
AC068620.1	529
AC068620.2	560
AC068620.3	4585
AC068631.1	11099
AC068631.2	501
AC068631.3	225
AC068633.1	1069
AC068643.1	825
AC068643.2	1253
AC068647.1	2265
AC068647.2	523
AC068657.1	306
AC068658.1	388
AC068669.1	2228
AC068672.1	328
AC068672.2	336
AC068672.3	1228
AC068700.1	3754
AC068707.1	391
AC068707.2	1590
AC068714.1	800
AC068721.1	583
AC068722.1	1270
AC068722.2	544
AC068724.1	532
AC068724.2	87
AC068724.3	473
AC068724.4	593
AC068725.1	1217
AC068726.1	341
AC068733.1	2469
AC068733.2	1418
AC068733.3	3188
AC068756.1	403
AC068759.1	470
AC068760.1	1953
AC068768.1	1756
AC068768.2	343
AC068769.1	2426
AC068775.1	998
AC068781.1	618
AC068787.1	691
AC068789.1	577
AC068790.1	355
AC068790.2	557
AC068790.3	553
AC068790.4	263
AC068790.5	355
AC068790.6	258
AC068790.7	528
AC068790.8	504
AC068790.9	2838
AC068792.1	417
AC068802.1	732
AC068831.1	1858
AC068831.2	109
AC068831.3	328
AC068831.4	795
AC068831.5	363
AC068831.6	435
AC068831.7	7148
AC068858.1	1239
AC068860.1	3736
AC068867.1	150
AC068870.1	2455
AC068870.2	389
AC068870.3	2536
AC068875.1	463
AC068880.1	2297
AC068880.2	362
AC068880.3	179
AC068880.4	495
AC068880.5	290
AC068888.1	5622
AC068888.2	536
AC068896.1	3422
AC068898.1	335
AC068898.2	597
AC068944.1	1604
AC068944.2	403
AC068946.1	4650
AC068946.2	5245
AC068985.1	703
AC068987.1	427
AC068987.2	896
AC068987.3	2154
AC068987.4	2094
AC068987.5	987
AC068993.1	589
AC068993.2	395
AC069023.1	221
AC069029.1	263
AC069061.1	397
AC069061.2	720
AC069079.1	400
AC069113.1	267
AC069113.2	359
AC069113.3	150
AC069114.1	287
AC069114.2	304
AC069120.1	2145
AC069133.1	566
AC069148.1	768
AC069152.1	544
AC069154.1	542
AC069155.1	575
AC069157.1	137
AC069185.1	1091
AC069200.1	323
AC069209.1	651
AC069213.1	1041
AC069213.2	366
AC069213.3	474
AC069218.1	762
AC069218.2	344
AC069222.1	3360
AC069224.1	1715
AC069228.1	2310
AC069234.1	583
AC069234.2	907
AC069234.3	569
AC069234.4	412
AC069234.5	416
AC069235.1	655
AC069236.1	616
AC069240.1	375
AC069257.1	429
AC069257.2	155
AC069257.3	708
AC069262.1	672
AC069271.1	156
AC069272.1	680
AC069277.1	3023
AC069277.2	432
AC069280.1	439
AC069281.1	570
AC069281.2	4401
AC069282.1	526
AC069285.1	419
AC069285.2	275
AC069287.1	723
AC069287.2	574
AC069287.3	589
AC069294.1	350
AC069304.1	704
AC069304.2	435
AC069304.3	1084
AC069306.1	843
AC069307.1	447
AC069335.1	472
AC069360.1	947
AC069366.1	838
AC069366.2	430
AC069368.1	1277
AC069410.1	687
AC069421.1	323
AC069431.1	1877
AC069431.2	1099
AC069437.1	512
AC069439.1	167
AC069439.2	789
AC069444.1	266
AC069444.2	2670
AC069454.1	468
AC069499.1	509
AC069499.2	382
AC069503.1	1143
AC069503.2	1831
AC069503.3	145
AC069528.1	914
AC069528.2	1991
AC069540.1	988
AC069540.2	351
AC069542.1	557
AC069542.2	216
AC069544.1	999
AC069545.1	358
AC069547.1	1586
AC069549.1	499
AC072022.1	717
AC072022.2	1144
AC072026.1	201
AC072039.1	581
AC072039.2	439
AC072046.1	153
AC072046.2	268
AC072052.1	306
AC072061.1	2234
AC072062.1	3813
AC073023.1	773
AC073046.1	390
AC073046.2	527
AC073050.1	462
AC073052.1	714
AC073052.2	1016
AC073062.1	455
AC073063.1	607
AC073065.1	2866
AC073071.1	388
AC073072.1	1364
AC073072.2	348
AC073073.1	463
AC073073.2	2578
AC073082.1	2103
AC073089.1	214
AC073091.1	864
AC073091.2	907
AC073094.1	433
AC073107.1	1962
AC073107.2	238
AC073109.1	978
AC073111.1	420
AC073111.2	1075
AC073111.3	635
AC073111.4	689
AC073111.5	4333
AC073114.1	490
AC073115.1	532
AC073115.2	555
AC073127.1	333
AC073130.1	2560
AC073130.2	917
AC073130.3	2278
AC073133.1	432
AC073133.2	2698
AC073135.1	775
AC073136.1	2884
AC073136.2	849
AC073137.1	634
AC073143.1	395
AC073150.1	1084
AC073167.1	580
AC073172.1	851
AC073172.2	571
AC073174.1	415
AC073174.2	6744
AC073176.1	895
AC073176.2	1963
AC073176.3	2199
AC073188.1	361
AC073188.2	701
AC073188.3	339
AC073188.4	528
AC073188.5	673
AC073188.6	2910
AC073195.1	877
AC073210.1	232
AC073210.2	194
AC073218.1	171
AC073218.2	912
AC073236.1	993
AC073254.1	3725
AC073255.1	177
AC073257.1	523
AC073257.2	528
AC073261.1	121
AC073263.1	1264
AC073263.2	1863
AC073263.3	858
AC073264.1	416
AC073264.2	166
AC073264.3	2579
AC073283.1	860
AC073283.2	677
AC073283.3	983
AC073284.1	404
AC073288.1	469
AC073288.2	664
AC073308.1	305
AC073310.1	1033
AC073311.1	505
AC073314.1	2216
AC073316.1	1725
AC073316.2	418
AC073316.3	982
AC073320.1	1533
AC073321.1	654
AC073323.1	451
AC073324.1	1435
AC073325.1	542
AC073325.2	159
AC073326.1	557
AC073332.1	3957
AC073333.1	648
AC073333.2	769
AC073335.1	363
AC073336.1	664
AC073342.1	930
AC073342.2	1800
AC073342.3	193
AC073343.1	651
AC073343.2	1374
AC073346.1	1084
AC073346.2	2058
AC073347.1	2643
AC073348.1	331
AC073349.1	1062
AC073349.2	1603
AC073349.3	186
AC073352.1	504
AC073352.2	439
AC073358.1	684
AC073359.1	521
AC073359.2	351
AC073365.1	2535
AC073367.1	697
AC073370.1	525
AC073387.1	709
AC073387.2	784
AC073389.1	795
AC073389.2	805
AC073389.3	935
AC073409.1	269
AC073410.1	589
AC073410.2	332
AC073413.1	732
AC073413.2	360
AC073415.1	153
AC073429.1	503
AC073429.2	1444
AC073439.1	1774
AC073464.1	343
AC073464.2	712
AC073465.1	464
AC073465.2	405
AC073476.1	407
AC073476.2	497
AC073476.3	2507
AC073476.4	72
AC073486.1	955
AC073487.1	529
AC073488.1	1600
AC073488.10	778
AC073488.11	754
AC073488.2	751
AC073488.3	778
AC073488.4	757
AC073488.5	754
AC073488.6	754
AC073488.7	778
AC073488.8	757
AC073488.9	754
AC073508.1	656
AC073508.2	5393
AC073508.3	1419
AC073517.1	541
AC073521.1	625
AC073522.1	377
AC073525.1	3188
AC073529.1	3080
AC073530.1	1093
AC073530.2	261
AC073534.1	1056
AC073534.2	381
AC073539.1	2094
AC073539.2	165
AC073539.3	386
AC073539.7	28
AC073544.1	1595
AC073548.1	1882
AC073551.1	834
AC073569.1	667
AC073569.2	354
AC073569.3	682
AC073571.1	475
AC073573.1	481
AC073575.1	596
AC073575.2	627
AC073578.1	493
AC073578.2	464
AC073578.3	4191
AC073578.4	514
AC073581.1	575
AC073583.1	400
AC073585.1	2135
AC073587.1	876
AC073591.1	597
AC073592.1	1282
AC073592.10	597
AC073592.2	780
AC073592.3	1834
AC073592.4	446
AC073592.5	528
AC073592.6	415
AC073592.7	507
AC073592.8	511
AC073592.9	371
AC073593.1	411
AC073594.1	364
AC073610.1	396
AC073610.2	406
AC073610.3	939
AC073611.1	647
AC073612.1	771
AC073614.1	650
AC073621.1	1024
AC073626.1	582
AC073626.2	316
AC073636.1	646
AC073641.1	429
AC073648.1	930
AC073648.2	352
AC073648.3	925
AC073648.4	781
AC073648.5	305
AC073648.6	218
AC073651.1	465
AC073651.2	660
AC073655.1	493
AC073655.2	1116
AC073657.1	510
AC073657.2	303
AC073834.1	590
AC073842.1	342
AC073842.2	572
AC073848.1	457
AC073850.1	255
AC073857.1	1054
AC073861.1	459
AC073862.1	409
AC073862.2	701
AC073862.3	1648
AC073862.4	854
AC073862.5	2027
AC073863.1	570
AC073864.1	562
AC073869.1	3914
AC073869.2	1026
AC073869.3	580
AC073869.4	800
AC073869.5	465
AC073869.6	297
AC073869.7	335
AC073869.8	120
AC073869.9	354
AC073873.1	276
AC073878.1	631
AC073878.2	385
AC073896.1	1053
AC073896.2	576
AC073896.3	437
AC073896.4	403
AC073896.5	542
AC073900.1	776
AC073901.1	408
AC073909.1	999
AC073910.1	438
AC073911.1	1301
AC073911.2	468
AC073911.3	631
AC073912.1	587
AC073912.2	317
AC073912.3	853
AC073913.1	912
AC073913.2	145
AC073916.1	130
AC073934.1	495
AC073941.1	539
AC073941.2	433
AC073957.1	535
AC073957.2	1562
AC073957.3	6758
AC073964.1	308
AC073968.1	637
AC073987.1	638
AC074008.1	1506
AC074008.2	481
AC074011.1	581
AC074019.1	1096
AC074029.1	1044
AC074029.2	634
AC074029.3	312
AC074029.4	1859
AC074031.1	734
AC074032.1	1117
AC074033.1	535
AC074035.1	1184
AC074043.1	1776
AC074044.1	707
AC074050.1	211
AC074050.2	538
AC074050.3	441
AC074050.4	533
AC074051.1	781
AC074051.2	352
AC074051.3	358
AC074051.4	892
AC074051.5	943
AC074052.1	456
AC074052.2	214
AC074085.1	418
AC074085.2	428
AC074087.1	724
AC074091.1	1741
AC074099.1	679
AC074101.1	241
AC074117.1	3412
AC074117.2	397
AC074121.1	348
AC074124.1	375
AC074131.1	253
AC074132.1	687
AC074133.1	183
AC074134.1	1108
AC074135.1	967
AC074135.2	630
AC074138.1	1303
AC074140.1	208
AC074141.1	2995
AC074143.1	2009
AC074183.1	782
AC074183.2	922
AC074194.1	622
AC074194.2	2348
AC074198.1	1397
AC074198.2	258
AC074212.1	2600
AC074237.1	471
AC074250.1	192
AC074254.1	404
AC074255.1	501
AC074257.1	585
AC074276.1	613
AC074276.2	348
AC074281.1	2081
AC074281.2	909
AC074286.1	946
AC074290.1	135
AC074325.1	1811
AC074338.1	156
AC074344.1	224
AC074344.2	565
AC074348.1	132
AC074351.1	481
AC074366.1	1086
AC074367.1	1125
AC074375.1	192
AC074386.1	2187
AC074387.1	823
AC074389.1	1455
AC074389.2	437
AC074389.3	454
AC074397.1	1010
AC076966.1	351
AC076968.1	429
AC078776.1	562
AC078776.2	285
AC078777.1	777
AC078778.1	567
AC078785.1	2002
AC078785.2	1253
AC078785.3	425
AC078788.1	634
AC078788.2	382
AC078789.1	477
AC078795.1	3143
AC078795.2	1252
AC078795.3	472
AC078802.1	843
AC078809.1	140
AC078814.1	535
AC078814.2	327
AC078817.1	435
AC078819.1	765
AC078820.1	742
AC078828.1	458
AC078841.1	1183
AC078842.1	2240
AC078842.2	1890
AC078845.1	1285
AC078846.1	7083
AC078850.1	1623
AC078850.2	597
AC078851.1	298
AC078852.1	441
AC078852.2	527
AC078857.1	667
AC078860.1	527
AC078864.1	512
AC078865.1	562
AC078867.1	1118
AC078878.1	958
AC078878.2	286
AC078880.1	553
AC078880.2	843
AC078880.3	1121
AC078880.4	1749
AC078880.5	421
AC078881.1	2161
AC078881.2	118
AC078882.1	416
AC078883.1	2447
AC078883.2	558
AC078883.3	367
AC078886.1	554
AC078889.1	523
AC078899.1	1185
AC078899.2	212
AC078899.3	212
AC078899.4	1113
AC078899.5	178
AC078905.1	509
AC078906.1	798
AC078909.1	464
AC078909.2	398
AC078918.1	228
AC078922.1	434
AC078923.1	1385
AC078925.1	568
AC078925.2	1973
AC078925.3	2500
AC078925.4	1717
AC078927.1	984
AC078929.1	502
AC078942.1	589
AC078950.1	1224
AC078955.1	882
AC078960.1	177
AC078962.1	281
AC078962.2	712
AC078962.3	482
AC078962.4	254
AC078974.1	223
AC078980.1	262
AC078991.1	610
AC078993.1	1219
AC079015.1	596
AC079031.1	1035
AC079031.2	615
AC079035.1	848
AC079054.1	331
AC079061.1	3075
AC079062.1	6856
AC079064.1	362
AC079070.1	555
AC079075.1	449
AC079080.1	822
AC079089.1	1967
AC079089.2	1277
AC079089.3	673
AC079097.1	1399
AC079112.1	939
AC079117.1	1000
AC079140.1	487
AC079140.2	142
AC079140.3	550
AC079140.4	529
AC079140.5	310
AC079145.1	541
AC079148.1	819
AC079150.1	383
AC079150.2	78
AC079154.1	542
AC079160.1	3588
AC079163.1	407
AC079168.1	345
AC079168.2	416
AC079171.1	914
AC079174.1	312
AC079174.2	2028
AC079177.1	2089
AC079178.1	656
AC079178.2	1624
AC079193.1	588
AC079193.2	2292
AC079200.1	1576
AC079203.1	404
AC079203.2	387
AC079209.1	1136
AC079209.2	431
AC079210.1	384
AC079226.1	444
AC079226.2	518
AC079228.1	1049
AC079238.1	1009
AC079248.1	1546
AC079248.2	326
AC079250.1	531
AC079296.1	1486
AC079298.1	1619
AC079298.2	459
AC079298.3	1376
AC079305.1	499
AC079305.2	561
AC079305.3	218
AC079310.1	700
AC079313.1	546
AC079313.2	924
AC079316.1	411
AC079316.2	1375
AC079322.1	1135
AC079325.1	857
AC079328.1	952
AC079328.2	691
AC079329.1	500
AC079331.1	1200
AC079331.2	2546
AC079336.1	420
AC079336.2	927
AC079336.3	475
AC079336.4	408
AC079336.5	4060
AC079336.6	613
AC079336.7	1078
AC079340.1	552
AC079340.2	787
AC079341.1	2266
AC079349.1	589
AC079354.1	154
AC079354.2	311
AC079355.1	223
AC079355.2	190
AC079360.1	434
AC079362.1	718
AC079363.1	1125
AC079380.1	619
AC079382.1	557
AC079384.1	600
AC079385.1	890
AC079385.2	863
AC079385.3	809
AC079395.1	262
AC079395.2	737
AC079395.3	484
AC079414.1	488
AC079414.2	1104
AC079414.3	1090
AC079416.1	1569
AC079416.2	1193
AC079416.3	549
AC079447.1	1993
AC079448.1	373
AC079456.1	480
AC079465.1	4194
AC079466.1	4453
AC079466.2	185
AC079467.1	837
AC079584.1	464
AC079584.2	515
AC079587.1	277
AC079594.1	331
AC079594.2	3360
AC079597.1	508
AC079598.1	554
AC079598.2	34
AC079598.3	265
AC079598.4	117
AC079600.1	297
AC079600.2	130
AC079600.3	447
AC079601.1	2791
AC079601.2	775
AC079602.1	271
AC079602.2	283
AC079602.3	403
AC079610.1	1727
AC079610.2	690
AC079610.3	147
AC079612.1	3700
AC079612.2	348
AC079630.1	2280
AC079684.1	437
AC079741.1	212
AC079742.1	357
AC079753.1	3868
AC079760.1	202
AC079760.2	1162
AC079763.1	738
AC079766.1	427
AC079768.1	711
AC079776.1	1152
AC079776.2	504
AC079776.3	211
AC079777.1	1953
AC079779.1	4775
AC079779.2	922
AC079779.3	3312
AC079779.4	548
AC079780.1	207
AC079781.1	394
AC079781.2	169
AC079781.3	356
AC079781.4	219
AC079781.5	4295
AC079790.1	507
AC079791.1	973
AC079793.1	713
AC079799.1	331
AC079799.2	445
AC079801.1	388
AC079804.1	436
AC079804.2	200
AC079807.1	856
AC079809.1	276
AC079834.1	421
AC079834.2	1949
AC079841.1	950
AC079848.1	645
AC079858.1	448
AC079866.1	1220
AC079866.2	515
AC079880.1	2046
AC079880.2	1213
AC079896.1	488
AC079905.1	475
AC079905.2	247
AC079906.1	815
AC079907.1	374
AC079907.2	1316
AC079910.1	749
AC079915.1	2780
AC079917.1	977
AC079921.1	946
AC079921.2	455
AC079922.1	359
AC079922.2	2022
AC079942.1	384
AC079943.1	466
AC079943.2	835
AC079944.1	495
AC079944.2	734
AC079949.1	616
AC079949.2	2933
AC079950.1	1120
AC079953.1	736
AC079987.1	123
AC079988.1	544
AC080011.1	989
AC080013.1	4177
AC080013.2	323
AC080013.3	578
AC080013.4	649
AC080013.5	679
AC080013.6	215
AC080014.1	1201
AC080023.1	803
AC080023.2	208
AC080037.1	889
AC080038.1	1154
AC080038.2	423
AC080038.3	1952
AC080068.1	923
AC080075.1	427
AC080078.1	410
AC080078.2	463
AC080079.1	1045
AC080080.1	2420
AC080080.2	590
AC080100.1	5356
AC080112.1	2094
AC080112.2	880
AC080112.3	2491
AC080125.1	684
AC080128.1	1917
AC080128.2	3301
AC080129.1	406
AC080129.2	430
AC080162.1	491
AC080188.1	552
AC080188.2	748
AC082650.1	575
AC082651.1	832
AC082651.2	166
AC082651.3	1947
AC082651.4	1852
AC083760.1	670
AC083795.1	320
AC083795.2	610
AC083798.1	131
AC083798.2	2891
AC083799.1	910
AC083800.1	246
AC083801.1	358
AC083801.2	1180
AC083805.1	3843
AC083805.2	610
AC083805.3	1315
AC083806.1	316
AC083806.2	2685
AC083806.3	455
AC083809.1	472
AC083822.1	201
AC083829.1	657
AC083836.1	2125
AC083837.1	2921
AC083841.1	670
AC083841.2	602
AC083841.3	378
AC083841.4	352
AC083843.1	849
AC083843.2	6253
AC083843.3	2186
AC083849.1	514
AC083855.1	258
AC083855.2	996
AC083862.1	1242
AC083862.2	1145
AC083863.1	231
AC083864.1	1497
AC083864.2	482
AC083864.3	2563
AC083864.4	974
AC083867.1	457
AC083873.1	1099
AC083875.1	405
AC083880.1	535
AC083899.1	3795
AC083899.2	1376
AC083899.3	594
AC083900.1	469
AC083902.1	359
AC083904.1	231
AC083906.1	406
AC083906.2	360
AC083906.3	466
AC083906.4	328
AC083906.5	219
AC083923.1	376
AC083939.1	126
AC083949.1	947
AC083964.1	630
AC083964.2	2396
AC083967.1	515
AC083973.1	1762
AC083982.1	344
AC084017.1	860
AC084018.1	572
AC084018.2	2607
AC084024.1	621
AC084024.2	791
AC084024.3	562
AC084024.4	1039
AC084026.1	564
AC084026.2	642
AC084026.3	1426
AC084030.1	1408
AC084032.1	578
AC084033.1	633
AC084033.2	967
AC084035.1	607
AC084036.1	508
AC084048.1	640
AC084064.1	419
AC084082.1	1189
AC084083.1	722
AC084116.1	1513
AC084116.2	415
AC084116.3	429
AC084117.1	270
AC084121.1	835
AC084121.10	625
AC084121.11	1395
AC084121.12	1395
AC084121.13	1395
AC084121.2	264
AC084121.3	218
AC084121.4	221
AC084121.5	1395
AC084121.6	1395
AC084121.7	1395
AC084121.8	1395
AC084121.9	1395
AC084125.1	429
AC084125.2	4894
AC084125.3	398
AC084125.4	338
AC084128.1	501
AC084149.1	284
AC084149.2	797
AC084198.1	402
AC084200.1	682
AC084211.1	328
AC084262.1	751
AC084262.2	3263
AC084290.1	374
AC084291.1	548
AC084337.1	686
AC084337.2	884
AC084346.1	528
AC084346.2	949
AC084357.1	255
AC084357.2	275
AC084357.3	2911
AC084361.1	607
AC084364.1	1556
AC084364.2	395
AC084365.1	310
AC084368.1	65
AC084373.1	235
AC084398.1	459
AC084398.2	564
AC084706.1	690
AC084752.1	622
AC084754.1	464
AC084756.1	606
AC084757.1	490
AC084757.2	540
AC084757.3	1943
AC084757.4	526
AC084759.1	290
AC084759.2	1295
AC084759.3	3944
AC084768.1	923
AC084768.2	221
AC084781.1	656
AC084781.2	161
AC084782.1	2465
AC084782.2	839
AC084782.3	578
AC084783.1	910
AC084809.1	591
AC084809.2	512
AC084816.1	5441
AC084819.1	424
AC084824.1	1005
AC084824.2	345
AC084824.3	856
AC084824.4	731
AC084824.5	413
